id,Company Name,Company Type,Company industry,Company size,Country,Working days,Overtime Policy,Company overview,Our key skills,Why you'll love working here,Location,Href,Company_overview,clean_text,length_original,length_cleaned,word_count_original,word_count_cleaned
49,Bookshare,IT Product,Software Products and Web Services,1-50 employees,Vietnam,Monday - Friday,No OT,"Help everyone exchange good books to spread good values.
Bookshare is a software technology startup, dedicated to developing cutting-edge solutions and products aimed at facilitating the digital transformation of library management systems for small and medium libraries. Our mission is to assist these libraries in adopting scientific management practices, enhancing accessibility, optimizing resource allocation, and fostering inter-library collaboration through resource sharing.
 We are eager to find talented colleagues to join and develop this promising startup, bringing many benefits to the community.","NodeJS
iOS
Android
AWS
Database
Software Architect","Interesting and Challenging job
Competitive salary and Dynamic working environment
Together we bring Vietnamese products to the world
+2
Probation period with 100% NET salary,
Full 13th salary without the need to complete 12 full months of work, as well as an annual performance-based bonus,
Performance and salary review every 6 months,
Stock shares if long-term commitment to the company,
15 days of paid annual leave, and 11 days of public holidays per year,
Dynamic startup environment that encourages personal development,","{'Da Nang': ['685 Ngo Quyen street, An Hai Bac ward, Son Tra, Da Nang']}","https://itviec.com/companies/bookshare
",help exchange good books spread good values bookshare software technology startup dedicated developing cutting edge solutions products aimed facilitating digital transformation library management systems small medium libraries mission assist libraries adopting scientific management practices enhancing accessibility optimizing resource allocation fostering inter library collaboration resource sharing eager talented colleagues join develop promising startup bringing benefits community,help exchange good books spread good values bookshare software technology startup dedicated developing cutting edge solutions products aimed facilitating digital transformation library management systems small medium libraries mission assist libraries adopting scientific management practices enhancing accessibility optimizing resource allocation fostering inter library collaboration resource sharing eager talented colleagues join develop promising startup bringing benefits community,609,487,81,55
50,Bosch Global Software Technologies Company Limited,IT Product,IT Services and IT Consulting,1000+ employees,Germany,Monday - Friday,No OT,"The Bosch Group is a leading global supplier of technology and services
The Bosch Group is a leading global supplier of technology and services. Its operations have been divided into four business sectors: Automotive Technology, Industrial Technology, Consumer Goods, and Energy and Building Technology.
The Bosch Group comprises Robert Bosch GmbH and its roughly 460 subsidiaries and regional companies in some 60 countries. If its sales and service partners are included, then Bosch is represented in roughly 150 countries.
Bosch Global Software Technologies Company Limited (BGSV) is 100% owned subsidiary of Robert Bosch GmbH - one of the world’s leading global suppliers of technology and services, offering end-to-end Engineering, IT, and Business Solutions. 
Starting its operation from 2010 at Etown 2 in HCMC, BGSV is the first software development center of Bosch in Southeast Asia. BGSV nowadays have over 4,000 associates, with a global footprint and presence in the US, Europe, and the Asia Pacific region. 
With our unique ability to offer end-to-end solutions that connect sensors, software, and services, we enable businesses to move from the traditional to digital or improve businesses by introducing a digital element in their products and processes.","Our Key Skills
Embedded
C language
C++
Java
.NET
SAP
Embedded Software for Automotive Applications
Enterprise Software development using Java & .Net
SAP Consulting","Committed 13th-mth bonus + attractive yearly bonus
Premium Healthcare for you and 2 family members
16++ days of paid leave per year
+3
Why BOSCH?
Because we do not just follow trends, we create them. Together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.
 ","{'Ho Chi Minh': ['364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh', 'OfficeHaus Building, 32 Tan Thang street, Son Ky ward, Tan Phu, Ho Chi Minh', '15 Tran Bach Dang Street, Thu Thiem New Urban Area, An Phu , District 2, Thu Duc City, Ho Chi Minh'], 'Ha Noi': ['Capital Place, 29 Lieu Giai Street, Ba Dinh, Ha Noi']}","https://itviec.com/companies/bosch-global-software-technologies-company-limited
",bosch group leading global supplier technology services bosch group leading global supplier technology services operations divided business sectors automotive technology industrial technology consumer goods energy building technology bosch group comprises robert bosch gmbh roughly 460 subsidiaries regional companies 60 countries sales service partners included bosch represented roughly 150 countries bosch global software technologies company limited bgsv 100 owned subsidiary robert bosch gmbh world s leading global suppliers technology services offering end end engineering business solutions starting operation 2010 etown 2 hcmc bgsv software development center bosch southeast asia bgsv nowadays 4 000 associates global footprint presence europe asia pacific region unique ability offer end end solutions connect sensors software services enable businesses traditional digital improve businesses introducing digital element products processes,bosch group leading global supplier technology services bosch group leading global supplier technology services operations divided business sectors automotive technology industrial technology consumer goods energy building technology bosch group comprises robert bosch gmbh roughly subsidiaries regional companies countries sales service partners included bosch represented roughly countries bosch global software technologies company limited bgsv owned subsidiary robert bosch gmbh world s leading global suppliers technology services offering end end engineering business solutions starting operation etown hcmc bgsv software development center bosch southeast asia bgsv nowadays associates global footprint presence europe asia pacific region unique ability offer end end solutions connect sensors software services enable businesses traditional digital improve businesses introducing digital element products processes,1269,922,193,113
51,Brarista,IT Product,Creative and Design,1-50 employees,United Kingdom,Monday - Friday,No OT,"Brarista
At Brarista, we’re engineering a fitting and shopping experience for lingerie shoppers that’s as seamless and accurate as possible. How do we do it? By harnessing the expertise of top lingerie professionals, insights from real women and studying thousands of products over four years of dedicated research and development. Our AI Fit Chatbot is a fit expert, lingerie stylist and care assistant all in one!","Python
ReactJS
TypeScript","We are flexible, don't expect you to be in office.
No politics, respectful and straightforward.
We iterate fast and are curious.
+2
WHY JOIN US ?
Our approach to designing products reflects our philosophy: keep it simple. You'll do some of your best work on technology everyone is talking about, but only lucky few get to work on.","{'Ho Chi Minh': ['., Thu Duc City, Ho Chi Minh']}","https://itviec.com/companies/brarista
",brarista brarista engineering fitting shopping experience lingerie shoppers s seamless accurate possible harnessing expertise lingerie professionals insights real women studying thousands products years dedicated research development ai fit chatbot fit expert lingerie stylist care assistant,brarista brarista engineering fitting shopping experience lingerie shoppers s seamless accurate possible harnessing expertise lingerie professionals insights real women studying thousands products years dedicated research development ai fit chatbot fit expert lingerie stylist care assistant,415,291,66,35
52,Breadstack Technologies Inc,IT Product,IT Services and IT Consulting,1-50 employees,Canada,Monday - Friday,No OT,"Harness the Power of AI for eCommerce
Breadstack (a brand of Advesa Digital Solutions) is reimagining the power of commerce to delight people around the world. Business has changed, and we’re looking for team members to help us shape its future. If you’re passionate about working with the latest technologies to empower the commerce revolution, we’d love to have you on our team.
Visit us at: https://breadstack.com","Our Tech Environment
Python
NodeJS
ReactJS
JavaScript
PHP
Wordpress","Flexible working hours, wfh 1 day/week
Annual training budget of up to $1,000 per person
Opportunity to work with an international team
+2
Professional working environment: Clearly-defined internal process and top-notched facilities including Mac, iPhone, Android devices for testing.
Clear vision of your career progress: performance review with potential for raise every 6 months.
Grow to be a full-stack developer: Opportunity to work with cutting-edge technologies, both front-end and back-end.
Days off: Public holidays, and on top of that, 12 paid days off a year, with possibility for more depending on performance level.","{'Ha Noi': ['152 Phó Đức Chính Trúc Bạch, Ba Dinh, Ha Noi'], 'Ho Chi Minh': ['Work remotely, Other, Ho Chi Minh']}","https://itviec.com/companies/breadstack-technologies-inc
",harness power ai ecommerce breadstack brand advesa digital solutions reimagining power commerce delight people world business changed looking team members help shape future passionate working latest technologies empower commerce revolution d love team visit https breadstack com,harness power ai ecommerce breadstack brand advesa digital solutions reimagining power commerce delight people world business changed looking team members help shape future passionate working latest technologies empower commerce revolution d love team visit breadstack com,416,272,67,36
53,BuyNgon,IT Product,E-commerce,1-50 employees,Vietnam,Monday - Friday,No OT,"BuyNgon
BuyNgon is a technology company that helps Vietnamese customers purchase products from the US and EU. Our platform enhances the cross-border purchase and shipping experience by providing real-time tracking from the US websites to your Vietnam delivery address.",,,"{'Ho Chi Minh': ['346 Bến Vân Đồn, Phường 1, District 4, Ho Chi Minh']}","https://itviec.com/companies/buyngon
",buyngon buyngon technology company helps vietnamese customers purchase products eu platform enhances cross border purchase shipping experience providing real time tracking websites vietnam delivery address,buyngon buyngon technology company helps vietnamese customers purchase products eu platform enhances cross border purchase shipping experience providing real time tracking websites vietnam delivery address,268,205,39,25
54,CA ADVANCE VIETNAM,Non-IT,E-commerce,301-500 employees,Vietnam,Monday - Friday,Extra salary for OT,"CA ADVANCE VIETNAM
Hướng đến Tầm nhìn “Tạo ra một Công ty quảng cáo Internet đứng đầu Châu Á bằng chính đôi tay của mình”, chúng tôi không ngừng mở rộng và ngày càng phát triển.
CA ADVANCE là một trong những công ty con của tập đoàn Cyber Agent, hiện đang rất phát triển tại Nhật Bản. Năm 2014, CA ADVANCE đã đặt chi nhánh nước ngoài đầu tiên tại Thành phố Hồ Chí Minh – Việt Nam. Công ty chuyên về lĩnh vực quảng cáo Internet, hướng đến việc cung cấp cho khách hàng dịch vụ Quảng cáo Internet tối tân và hiệu quả nhất.
Tập đoàn Cyber Agent được thành lập vào tháng 3/1998 xuất thân từ công ty quảng cáo Internet, hiện tại đang mở rộng và hoạt động trên 3 lĩnh vực chính là Quảng cáo Internet, Media (nổi tiếng với Abema TV) và Game. Cyber Agent luôn tự hào là doanh nghiệp nằm trong top thị trường Nhật Bản và không ngừng phát triển trên Lĩnh vực Internet.
Hướng đến Mục tiêu “Tạo ra một Công ty đại diện cho thế kỷ 21”mang lại sự thay đổi lớn với xã hội và công chúng, Tập đoàn không ngừng thử thách và phát triển.","Our Key Skills
Java
PHP
Ruby","+2
Để tìm kiếm và đào tạo nên những nhân viên xuất sắc và để tăng hiệu quả làm việc của cá nhân và nhóm, chúng tôi không ngừng cải thiện và phát triển những chế độ trong công ty để hỗ trợ nhân viên. Sau đây là một vài chế độ hỗ trợ nhân viên trong công ty.
Chế độ trong công ty
 Khen thưởng hàng tháng
Vào cuối tháng mỗi bộ phận sẽ tiến hành Buổi tổng kết, mọi người sẽ tập trung lại và cùng nhau nhìn lại những thành quả trong tháng vừa rồi, tại đây những nhân viên có thành tích đóng góp cao nhất sẽ được tuyên dương.
Người được tuyên dương sẽ phát biểu và được mọi người chúc mừng.
 ","{'Ho Chi Minh': ['72 Nguyen Thi Minh Khai, Ho Chi Minh']}","https://itviec.com/companies/ca-advance-vietnam
",ca advance vietnam hướng đến tầm nhìn tạo ra một công ty quảng cáo internet đứng đầu châu á bằng chính đôi tay của mình chúng tôi không ngừng mở rộng và ngày càng phát triển ca advance là một trong những công ty của tập đoàn cyber agent hiện đang rất phát triển tại nhật bản năm 2014 ca advance đã đặt chi nhánh nước ngoài đầu tiên tại thành phố hồ chí minh việt nam công ty chuyên về lĩnh vực quảng cáo internet hướng đến việc cung cấp cho khách hàng dịch vụ quảng cáo internet tối tân và hiệu quả nhất tập đoàn cyber agent được thành lập vào tháng 3 1998 xuất thân từ công ty quảng cáo internet hiện tại đang mở rộng và hoạt động trên 3 lĩnh vực chính là quảng cáo internet media nổi tiếng với abema tv và game cyber agent luôn tự hào là doanh nghiệp nằm trong thị trường nhật bản và không ngừng phát triển trên lĩnh vực internet hướng đến mục tiêu tạo ra một công ty đại diện cho thế kỷ 21 mang lại sự thay đổi lớn với xã hội và công chúng tập đoàn không ngừng thử thách và phát triển,ca advance vietnam hướng đến tầm nhìn tạo ra một công ty quảng cáo internet đứng đầu châu á bằng chính đôi tay của mình chúng tôi không ngừng mở rộng và ngày càng phát triển ca advance là một trong những công ty của tập đoàn cyber agent hiện đang rất phát triển tại nhật bản năm ca advance đã đặt chi nhánh nước ngoài đầu tiên tại thành phố hồ chí minh việt nam công ty chuyên về lĩnh vực quảng cáo internet hướng đến việc cung cấp cho khách hàng dịch vụ quảng cáo internet tối tân và hiệu quả nhất tập đoàn cyber agent được thành lập vào tháng xuất thân từ công ty quảng cáo internet hiện tại đang mở rộng và hoạt động trên lĩnh vực chính là quảng cáo internet media nổi tiếng với abema tv và game cyber agent luôn tự hào là doanh nghiệp nằm trong thị trường nhật bản và không ngừng phát triển trên lĩnh vực internet hướng đến mục tiêu tạo ra một công ty đại diện cho thế kỷ mang lại sự thay đổi lớn với xã hội và công chúng tập đoàn không ngừng thử thách và phát triển,1016,970,209,203
55,Capgemini Vietnam,IT Service and IT Consulting,IT Services and IT Consulting,301-500 employees,France,Monday - Friday,No OT,"One of the world leading company in IT services
Overview about Capgemini Vietnam
Capgemini is a multicultural company of 300,000 people in nearly 50 countries, who work with world-renowned clients to find solutions to their most demanding challenges. As a global leader in consulting, digital transformation, technology and engineering services – with unrivaled sectorial expertise – we enable our clients to design and build tomorrow’s businesses, make the most of the opportunities offered by technology, and boost their competitiveness and agility.
Our Brand promise
| GET THE FUTURE YOU WANT
Our brand promise captures the spirit of our people, committed to bringing to life our purpose of unleashing human energy through technology for a sustainable and inclusive future. We want our teams, our clients, our partners, and our communities to feel that change can happen the way they want it to, and that we will help them achieve it.
Reimagining the way we work
Hybrid working is becoming a day-to-day reality at Capgemini. Underpinned by our trust-based managerial culture, we aim to empower everyone, in all countries, to deliver exceptional work, contributing to an inclusive and sustainable future for our people, our clients, and society.","Our Key Skills
Java
AngularJS
ReactJS
AWS
iOS
Android
IDEAL CANDIDATE
What we expect from you:
High Level of Integrity
Proven Track Record of Success & Leadership
Goal-Oriented & Independent
Motivated & Self Driven
Good Communication Skills & Professional Presence
Ability to coach and to be coached","+1
Life at Capgemini is dynamic and fun, a place where people love to work. A career with freedom, full of learning and development opportunities and the support to help you achieve your best.
A career at Capgemini is rewarding and constantly transforming. Here are the top ten reasons why people love working at Capgemini.
1. Your values are our values: 
We’re guided by seven core values: honesty, boldness, trust, freedom, team spirit, modesty, and fun. If you share those values, then you’ll find your place with us.
2. People come first
Through our People Charter, we encourage free exchange of ideas, respect for differences, and wellbeing in the workplace for everyone.","{'Ho Chi Minh': ['106 Nguyen Van Troi, Phu Nhuan, Ho Chi Minh']}","https://itviec.com/companies/capgemini-vietnam
",world leading company services overview capgemini vietnam capgemini multicultural company 300 000 people nearly 50 countries work world renowned clients solutions demanding challenges global leader consulting digital transformation technology engineering services unrivaled sectorial expertise enable clients design build tomorrow s businesses make opportunities offered technology boost competitiveness agility brand promise future want brand promise captures spirit people committed bringing life purpose unleashing human energy technology sustainable inclusive future want teams clients partners communities feel change happen way want help achieve reimagining way work hybrid working day day reality capgemini underpinned trust based managerial culture aim empower countries deliver exceptional work contributing inclusive sustainable future people clients society,world leading company services overview capgemini vietnam capgemini multicultural company people nearly countries work world renowned clients solutions demanding challenges global leader consulting digital transformation technology engineering services unrivaled sectorial expertise enable clients design build tomorrow s businesses make opportunities offered technology boost competitiveness agility brand promise future want brand promise captures spirit people committed bringing life purpose unleashing human energy technology sustainable inclusive future want teams clients partners communities feel change happen way want help achieve reimagining way work hybrid working day day reality capgemini underpinned trust based managerial culture aim empower countries deliver exceptional work contributing inclusive sustainable future people clients society,1247,857,195,104
56,CarMD,IT Product,Software Products and Web Services,151-300 employees,United States,Monday - Friday,No OT,"Help people make sense of vehicle diagnostic information using quick and accurate simple software
CarMD uses the latest technology to help everyday people make sense of vehicle diagnostic information using simple, quick and accurate software.
Mission Statement
Offer a full suite of telematics solutions for the automotive aftermarket to provide business intelligence, remote diagnostics, parts, and vehicle management technology, while creating a relationship between all parties.

Leaders
In business for over 20 years, we’ve consistently outpaced the rapidly evolving marketplace by providing the world’s #1 selling OBD2 device for the last 10 years.

Experts
CarMD has a team of over 100 technicians and engineers that know how to get the job done. Working directly with OE technology and a network of OEM trained automotive specialists for more than a decade; CarMD has become the leading authority in the field.

Innovators
CarMD is about creating new and better ways of serving the automotive industry and car owners in North America and around the world. To date, we hold 25 U.S. patents – with dozens more pending – directly related to Telematics, Machine-to-Machine (M2M) and On-Board Diagnostics (OBD2) technology.","Here Are Our Expertise
ASP.NET
MVC
iOS
Android
Database
AngularJS
Microservices: build a robust system using microservices.
ASP.NET Core (Web & API): build website and API.
AI: a system to predictive the wrong with your vehicle and more
Google Diagflow: build voice command set for use to interact with the mobile apps.
Ionic Framework, Angular: build mobile application for vehicle diagnostic.
Git, Git Action, Jira
RabbitMQ, Redis Cache","Excellent environment and team to help you grow
The best vehicle diagnostic information company
Competitive salary and learning culture
+3
Company Benefits:
- 15 Vacation days, 5 sick days and Holiday.
- 2 paying days for Christmas holiday.
- Paid foreign language school English, Chinese, Japanese, Spanish.
- Paid Health and Life insurance for employees and family.
- Opportunity to travel abroad.
- Salary based on your abilities and contribution.
- Professional working environment.
- Project and performance bonus.","{'Ho Chi Minh': ['364 Cong Hoa, Tan Binh, Ho Chi Minh']}","https://itviec.com/companies/carmd
",help people make sense vehicle diagnostic information using quick accurate simple software carmd uses latest technology help everyday people make sense vehicle diagnostic information using simple quick accurate software mission statement offer suite telematics solutions automotive aftermarket provide business intelligence remote diagnostics parts vehicle management technology creating relationship parties leaders business 20 years ve consistently outpaced rapidly evolving marketplace providing world s 1 selling obd2 device 10 years experts carmd team 100 technicians engineers know job working directly oe technology network oem trained automotive specialists decade carmd leading authority field innovators carmd creating new better ways serving automotive industry car owners north america world date hold 25 u s patents dozens pending directly related telematics machine machine m2m board diagnostics obd2 technology,help people make sense vehicle diagnostic information using quick accurate simple software carmd uses latest technology help everyday people make sense vehicle diagnostic information using simple quick accurate software mission statement offer suite telematics solutions automotive aftermarket provide business intelligence remote diagnostics parts vehicle management technology creating relationship parties leaders business years ve consistently outpaced rapidly evolving marketplace providing world s selling obd device years experts carmd team technicians engineers know job working directly oe technology network oem trained automotive specialists decade carmd leading authority field innovators carmd creating new better ways serving automotive industry car owners north america world date hold u s patents dozens pending directly related telematics machine machine mm board diagnostics obd technology,1225,907,187,117
57,Caro,IT Product,E-commerce,1-50 employees,Vietnam,Monday - Friday,No OT,"...
CARO là một Startup công nghệ đang phát triển rất nhanh về quy mô, tập trung xây dựng các Platform công nghệ phục vụ quá trình chuyển đổi số của doanh nghiệp. Với thế mạnh riêng và cách làm khác biệt, chúng tôi đã nhận được sự tin tưởng của nhiều nhà đầu tư chiến lược để xây dựng và phát triển sản phẩm một cách đột phá. 
CARO luôn lấy con người làm trung tâm và khát vọng tiến lên phía trước một cách mạnh mẽ & khác biệt để tạo ra sản phẩm ứng dụng hàng đầu của người Việt. Bạn hãy gia nhập CARO ngay hôm nay để được cùng làm việc và phát triển bản thân với những đồng nghiệp hết sức tài năng, chuyên nghiệp, đam mê và sáng tạo.",,"Ha Noi
Tầng 7, số 8, Ngõ 21 Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội , Thanh Xuan, Ha Noi","{'Ha Noi': ['Tầng 7, số 8, Ngõ 21 Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội , Thanh Xuan, Ha Noi']}","https://itviec.com/companies/caro
",caro là một startup công nghệ đang phát triển rất nhanh về quy mô tập trung xây dựng các platform công nghệ phục vụ quá trình chuyển đổi số của doanh nghiệp với thế mạnh riêng và cách làm khác biệt chúng tôi đã nhận được sự tin tưởng của nhiều nhà đầu tư chiến lược để xây dựng và phát triển sản phẩm một cách đột phá caro luôn lấy người làm trung tâm và khát vọng tiến lên phía trước một cách mạnh mẽ khác biệt để tạo ra sản phẩm ứng dụng hàng đầu của người việt bạn hãy gia nhập caro ngay hôm nay để được cùng làm việc và phát triển bản thân với những đồng nghiệp hết sức tài năng chuyên nghiệp đam mê và sáng tạo,caro là một startup công nghệ đang phát triển rất nhanh về quy mô tập trung xây dựng các platform công nghệ phục vụ quá trình chuyển đổi số của doanh nghiệp với thế mạnh riêng và cách làm khác biệt chúng tôi đã nhận được sự tin tưởng của nhiều nhà đầu tư chiến lược để xây dựng và phát triển sản phẩm một cách đột phá caro luôn lấy người làm trung tâm và khát vọng tiến lên phía trước một cách mạnh mẽ khác biệt để tạo ra sản phẩm ứng dụng hàng đầu của người việt bạn hãy gia nhập caro ngay hôm nay để được cùng làm việc và phát triển bản thân với những đồng nghiệp hết sức tài năng chuyên nghiệp đam mê và sáng tạo,634,615,136,133
58,Castalk,IT Product,IT Services and IT Consulting,1-50 employees,Vietnam,Monday - Friday,No OT,"Castalk - startup AI in Việt Nam
Castalk - startup AI in Việt Nam","Android
Java
Kotlin","100% Offered Salary in probation time
Premium PVI Health Insurance Package
Technical seminars and workshops annually
+3

• Working hours: 9:00 - 17:00 (5 days per week); Breaking time: 12:00-13:00
• Salary: Open to Negotiate
• 100% Offered Salary in probation time
• Modern working equipment (Macbook,...)
• Salary Review: 2 times/year based on employee's performance and contribution;
• Well-equipped with insurance package as stated by Labor code
• Premium PVI Health Insurance Package for all members
• Transportation allowance and free parking included.
• Technical seminars and workshops annually.
• Free snack, coffee, tea available.
• Variety of corporate events: weekly tea-break, monthly birthday parties, quarterly team
building to New Year party, company trip etc.
• Friendly, open and fast-paced environment where every idea is welcomed.
• Other benefits as per stated in Vietnamese Labor Law ","{'Ha Noi': ['No1 T4, Phú Mỹ Complex, 4th Floor, Bac Tu Liem, Ha Noi']}","https://itviec.com/companies/castalk
",castalk startup ai việt nam castalk startup ai việt nam,castalk startup ai việt nam castalk startup ai việt nam,65,55,14,10
59,CDEX,IT Product,Software Products and Web Services,1-50 employees,Vietnam,Monday - Friday,No OT,"CDEX is a trailblazing company at the forefront of AI Automation, driving innovation and efficiency
 Our mission is to harness the power of artificial intelligence to streamline and enhance business processes, enabling organizations to achieve new levels of productivity and success.
 At CDEX, we specialize in developing cutting-edge AI-driven solutions that automate routine tasks, optimize workflows, and deliver actionable insights. Our team of experts leverages state-of-the-art technology to create bespoke automation tools tailored to the unique needs of each client. Founded on the principles of excellence, innovation, and customer satisfaction, CDEX is committed to delivering top-tier AI solutions that not only meet but exceed our clients' expectations. Our dedication to continuous improvement and staying ahead of industry trends ensures that we remain a trusted partner in the ever-evolving landscape of AI Automation.",,,"{'Ho Chi Minh': ['Serepok, 11th Floor, 56 Nguyen Dinh Chieu, District 1, Ho Chi Minh']}","https://itviec.com/companies/cdex
",cdex trailblazing company forefront ai automation driving innovation efficiency mission harness power artificial intelligence streamline enhance business processes enabling organizations achieve new levels productivity success cdex specialize developing cutting edge ai driven solutions automate routine tasks optimize workflows deliver actionable insights team experts leverages state art technology create bespoke automation tools tailored unique needs client founded principles excellence innovation customer satisfaction cdex committed delivering tier ai solutions meet exceed clients expectations dedication continuous improvement staying ahead industry trends ensures remain trusted partner evolving landscape ai automation,cdex trailblazing company forefront ai automation driving innovation efficiency mission harness power artificial intelligence streamline enhance business processes enabling organizations achieve new levels productivity success cdex specialize developing cutting edge ai driven solutions automate routine tasks optimize workflows deliver actionable insights team experts leverages state art technology create bespoke automation tools tailored unique needs client founded principles excellence innovation customer satisfaction cdex committed delivering tier ai solutions meet exceed clients expectations dedication continuous improvement staying ahead industry trends ensures remain trusted partner evolving landscape ai automation,933,729,132,86
60,CESA Vietnam (part of CEVA Logistic),IT Product,"Transportation, Logistics and Warehouse",51-150 employees,France,Monday - Friday,Extra salary for OT,"CESA - part of CEVA Logistic - belong to CMA CGM group
 CMA CGM is a French shipping and logistics company founded in 1978 by Jacques Saadé, and now present in 160 countries through 400 offices, 750 warehouses, 155,000 employees and a wide fleet of 620 vessels, CMA CGM serves 420 of the world’s 521 commercial ports and operates 257 shipping lines.
The CMA CGM Group’s mission is to contribute to sustainable globalization through better-balanced international trade that fosters both economic and social development while respecting the integrity of all men and women and the planet.
 CEVA Logistics, which became a part of the CMA CGM group in 2019, is a world leader in third-party logistics, provides and operates transportation and supply-chain solutions for large or medium-sized national and multinational companies. CEVA Logistics offers a broad range of end-to-end, customized solutions in contract logistics and air, ocean, ground and finished vehicle transport worldwide thanks to its 110,000 employees, operating over 1,300 facilities in more than 170 countries.

CESA Vietnam
Found in 2018, CESA started as a development center in Vietnam, then now became a technology company of CEVA Logistic, specializing in Microsoft .Net technologies (ASP.Net MVC, API, Azure,...), ESB platform (Webmethods, Java...) and delivers projects using Agile methodology.
Working with us, you’ll have the opportunity to develop your skills and career in an exciting workplace in touch with an international and innovative environment.",".NET
VueJS
Azure
MongoDB
SQL
Cloud
VueJS/ Angular
Javascript 
Product 
C# 
Azure Cloud 
SQL 
UX/ UI 
PowerApp 
Manual Testing/ Automation Testing 
DevOps 
Agile","Clear and progressive career path
Building large-scale products
Worldwide environment & work mobility
+3
Being a pioneer in contributing to team development with a long-term vision. 
High-ownership working environment: You will take full responsibility and control of your missions contributing to the team's success in a daily collaboration with Paris teams. 
Continuous skill improvement with new technologies, challenging projects, on-the-job coaching, knowledge exchange with technical experts, and training programs (locally and in Paris). 
Annual performance review: recognize your efforts and identify development/ improvement needs. ","{'Ho Chi Minh': ['Lầu 6, tòa nhà E-town 2, số 364 đường Cộng Hòa, phường 13, Tan Binh, Ho Chi Minh']}","https://itviec.com/companies/cesa-vietnam-part-of-ceva-logistic
",cesa ceva logistic belong cma cgm group cma cgm french shipping logistics company founded 1978 jacques saadé present 160 countries 400 offices 750 warehouses 155 000 employees wide fleet 620 vessels cma cgm serves 420 world s 521 commercial ports operates 257 shipping lines cma cgm group s mission contribute sustainable globalization better balanced international trade fosters economic social development respecting integrity men women planet ceva logistics cma cgm group 2019 world leader party logistics provides operates transportation supply chain solutions large medium sized national multinational companies ceva logistics offers broad range end end customized solutions contract logistics air ocean ground finished vehicle transport worldwide thanks 110 000 employees operating 1 300 facilities 170 countries cesa vietnam 2018 cesa started development center vietnam technology company ceva logistic specializing microsoft net technologies asp net mvc api azure esb platform webmethods java delivers projects using agile methodology working ll opportunity develop skills career exciting workplace touch international innovative environment,cesa ceva logistic belong cma cgm group cma cgm french shipping logistics company founded jacques saadé present countries offices warehouses employees wide fleet vessels cma cgm serves world s commercial ports operates shipping lines cma cgm group s mission contribute sustainable globalization better balanced international trade fosters economic social development respecting integrity men women planet ceva logistics cma cgm group world leader party logistics provides operates transportation supply chain solutions large medium sized national multinational companies ceva logistics offers broad range end end customized solutions contract logistics air ocean ground finished vehicle transport worldwide thanks employees operating facilities countries cesa vietnam cesa started development center vietnam technology company ceva logistic specializing microsoft net technologies asp net mvc api azure esb platform webmethods java delivers projects using agile methodology working ll opportunity develop skills career exciting workplace touch international innovative environment,1528,1080,233,140
